oracle_id,name,type_line,appearances,status,gap_category,exclusion_reason,error
f6a74582-62b6-48d1-89d6-e26059229840,Migratory Route,Sorcery,8,gap,effect not matched,nan,
b33d2b77-f068-4fdc-a1a8-0353a35e3973,Tezzeret's Gambit,Sorcery,8,gap,effect not matched,nan,
58a2d15f-1b4b-4303-b524-8cc0d1b3e7d2,Painful Truths,Sorcery,8,gap,effect not matched,nan,
3494a575-f68e-4e78-9f6b-142cd8a0edea,Combustible Gearhulk,Artifact Creature — Construct,8,gap,effect not matched,nan,
08becc07-28bc-4a2f-a6b0-28a2998d2f50,Windfall,Sorcery,8,gap,effect not matched,nan,
34d112c3-cc2d-4428-bd7f-568bda61bd30,Starstorm,Instant,8,gap,effect not matched,nan,
932668fa-d6e3-41c0-ad0c-8e0a00e68d11,Decree of Pain,Sorcery,7,gap,effect not matched,nan,
2f092562-9e17-43cd-aeb8-d0567f99363e,Go for the Throat,Instant,7,gap,effect not matched,nan,
34b90d3e-f48c-41ff-b3e4-5cab7a9cd597,Secret Rendezvous,Sorcery,7,gap,effect not matched,nan,
c3b6e114-7bc8-4890-97d9-edbeea1f425f,Assault Suit,Artifact — Equipment,7,gap,event not matched,nan,
02090581-61aa-4348-ad57-451be8ee91c2,Ponder,Sorcery,7,gap,effect not matched,nan,
1ff25f67-36a7-4cfa-a2b1-2135b5b6fb67,Scavenging Ooze,Creature — Ooze,7,gap,effect not matched,nan,
9e6a3df4-67a3-452e-a6ef-f04dbadb21ef,Living Death,Sorcery,7,gap,effect not matched,nan,
17975a20-2c13-4325-be1e-0bcda5063a2d,Terastodon,Creature — Elephant,7,gap,effect not matched,nan,
a52037df-0be1-4c99-b9eb-b033157af203,Magmaquake,Instant,7,gap,effect not matched,nan,
c68faebc-b2cd-461b-b93e-e1fcd4816810,Midnight Clock,Artifact,7,gap,effect not matched,nan,
c8decfdf-1421-4649-acde-5215e7f08bb9,Martial Impetus,Enchantment — Aura,7,gap,effect not matched,nan,
d5e9942e-096f-433f-8668-4b594f3c1b02,Orzhov Advokist,Creature — Human Advisor,7,gap,effect not matched,nan,
97407cd0-2bd2-4074-94d3-4ec3d243fa78,Rishkar's Expertise,Sorcery,7,gap,effect not matched,nan,
c6207f6a-a624-4754-88f5-dbe700c841ff,Sign in Blood,Sorcery,7,gap,effect not matched,nan,
c549b0fd-1e08-4873-952e-a14dc45a0fd2,Champion of Lambholt,Creature — Human Warrior,7,gap,static pattern unmatched,nan,
05a4f8ff-49da-42af-add5-6248c4b0644b,Darksteel Mutation,Enchantment — Aura,7,gap,equipped grant,nan,
7c3a8766-e440-48c5-a561-197490efdba5,Heirloom Blade,Artifact — Equipment,7,gap,effect not matched,nan,
36b19ec0-d581-4213-bfae-1d7808a2f60d,Together Forever,Enchantment,7,gap,effect not matched,nan,
2876e74f-a242-4995-9702-0b737a1ab67a,Psychosis Crawler,Artifact Creature — Phyrexian Horror,7,gap,static pattern unmatched,nan,
e1afaef7-9fa3-4662-a95f-adfb0da9fd11,Bident of Thassa,Legendary Enchantment Artifact,7,gap,effect not matched,nan,
e1d294e8-67b1-4a4a-86b8-f98f28a327d9,Promise of Loyalty,Sorcery,7,gap,effect not matched,nan,
36c78a5f-0148-4596-a346-f8e35037b694,Time Wipe,Sorcery,7,gap,effect not matched,nan,
e1e96802-fd0c-41f1-aa21-3287d75a0e88,Overwhelming Stampede,Sorcery,7,gap,UNKNOWN_KEYWORD,nan,
133c99c0-3652-410f-8100-68015a47af9f,Dispatch,Instant,7,gap,effect not matched,nan,
7f268b15-ac92-4e98-821b-78d15d9285d9,Loyal Apprentice,Creature — Human Artificer,7,gap,effect not matched,nan,
aff34f28-f707-4458-8af3-1bd5b13a6b10,Cleansing Nova,Sorcery,7,gap,effect not matched,nan,
aeec8e85-6571-4da6-8a48-f5d3985ca10b,Sylvan Reclamation,Instant,7,gap,effect not matched,nan,
bc7c3151-ad07-429a-8af8-e4f24b7d9f6b,Syphon Flesh,Sorcery,7,gap,effect not matched,nan,
b9f4f96b-6e54-4fe6-8df7-623e0fc72409,Mentor of the Meek,Creature — Human Soldier,7,gap,event not matched,nan,
ba0fc2ca-7084-454a-9d4e-5cbca945a7ca,Tribute to the Wild,Instant,7,gap,effect not matched,nan,
858f53ef-3fec-4aa0-867d-b7f040614b3c,Bastion Protector,Creature — Human Soldier,7,gap,static pattern unmatched,nan,
0aae277e-e58e-4115-b5fd-0459451e17ec,Willbender,Creature — Human Wizard,6,gap,effect not matched,nan,
41fb2b0e-d0a0-4e47-a6f3-fc9860ade65a,Marshal's Anthem,Enchantment,6,gap,static pattern unmatched,nan,
d27bb97d-286b-4947-8d7b-443e4df93319,Nesting Grounds,Land,6,gap,effect not matched,nan,
e4b32e47-5484-4ee9-bac3-4ba37558a56a,Scaretiller,Artifact Creature — Scarecrow,6,gap,effect not matched,nan,
6ef3c75d-6af2-4ea0-b98d-96c5d7d3af58,Phyrexian Rebirth,Sorcery,6,gap,effect not matched,nan,
f55334d9-1ec2-4667-bf28-5a0384d6f053,Thunderfoot Baloth,Creature — Beast,6,gap,static pattern unmatched,nan,
33587cb2-0fd3-4e4c-bc5e-e7299cc9dab5,Molten Slagheap,Land,6,gap,effect not matched,nan,
a77b5be2-f361-4135-ba25-670a74d268ac,Noxious Gearhulk,Artifact Creature — Construct,6,gap,effect not matched,nan,
75d667ec-86f4-4850-a3b6-e7a9fc7053b0,Army of the Damned,Sorcery,6,gap,create token pattern unmatched,nan,
9a40614b-50a3-422c-849e-53c8b7d3d204,Earthquake,Sorcery,6,gap,effect not matched,nan,
939e6f71-185e-41f2-9d54-72cce06f1dce,Thirst for Knowledge,Instant,6,gap,effect not matched,nan,
5dba7746-c087-4ec1-92ca-ab9882dea24d,Great Oak Guardian,Creature — Treefolk,6,gap,effect not matched,nan,
06eb43af-637a-4f73-8071-a7036d4c8c3d,Corpse Augur,Creature — Zombie Wizard,6,gap,effect not matched,nan,
0ce47c8b-1e1f-463f-94f0-35ca00be89e6,Inferno Titan,Creature — Giant,6,gap,effect not matched,nan,
9167998d-5cac-47d7-99f2-f38122f7b8e7,Barter in Blood,Sorcery,6,gap,effect not matched,nan,
11a28f60-2456-4ed5-b1cc-03c395f55e59,Vulturous Zombie,Creature — Plant Zombie,6,gap,event not matched,nan,
69fd4ddf-9ed8-4c56-bef3-9944daf05e4f,Coiling Oracle,Creature — Snake Elf Druid,6,gap,effect not matched,nan,
81f06f84-1580-43c0-89d5-08d34541a519,Goblin Electromancer,Creature — Goblin Wizard,6,gap,static pattern unmatched,nan,
20cc0f3e-de69-4e5f-88b3-ae7e6c6b5996,Naya Charm,Instant,6,gap,effect not matched,nan,
b48a149c-aead-43b2-a99e-c964d6d28aa0,Necromantic Selection,Sorcery,6,gap,effect not matched,nan,
14c3ff84-1e82-4606-a433-869fc52cc382,"Syr Konrad, the Grim",Legendary Creature — Human Knight,6,gap,damage pattern unmatched,nan,
690c7f8e-fea2-4920-afa7-02ff120701a1,Spinerock Knoll,Land,6,gap,static pattern unmatched,nan,
7d0efc64-151f-45b4-8c0b-c32609f9d862,Knight of the White Orchid,Creature — Human Knight,6,gap,effect not matched,nan,
83c69c05-173d-4c1b-9541-1dde474fef5f,Bonehoard,Artifact — Equipment,6,gap,static pattern unmatched,nan,
b90af42d-edb6-4654-b7dc-10f0f272c883,Elite Scaleguard,Creature — Human Soldier,6,gap,effect not matched,nan,
1b3fb20a-e090-4286-9c03-6b71c27c45be,Mortuary Mire,Land,6,gap,effect not matched,nan,
2fd61c9f-44d2-48d7-a271-8e4208407cca,Oblivion Stone,Artifact,6,gap,effect not matched,nan,
17e905ca-c0bd-473d-95a7-e180ba5fea43,Mirror Entity,Creature — Shapeshifter,6,gap,UNKNOWN_KEYWORD,nan,
69facbc7-3859-4716-b627-5199571fb3cf,Chasm Skulker,Creature — Squid Horror,6,gap,UNKNOWN_KEYWORD,nan,
7bc3f92f-68a2-4934-afc4-89f6d0e8cf98,Dusk // Dawn,Sorcery // Sorcery,6,excluded,nan,multi_faced,
77807103-bcd5-479f-bedd-f5d97aa6d3d2,Forge of Heroes,Land,6,gap,effect not matched,nan,
a6fd90dc-0ec3-4dce-a77a-4d04f5e254bf,Winds of Rath,Sorcery,6,gap,effect not matched,nan,
82406175-63b3-4972-be8b-db0e70c908cb,Krosan Tusker,Creature — Boar Beast,6,gap,event not matched,nan,
894bc28a-6627-43dd-9650-86300b6fe5e6,Vow of Malice,Enchantment — Aura,6,gap,UNKNOWN_KEYWORD,nan,
cf14d4e5-5965-45ad-97f7-26facf2884b5,Fertile Ground,Enchantment — Aura,6,gap,event not matched,nan,
a5cbd257-c836-493e-bb1a-76242619dea2,Big Score,Instant,6,gap,ADDL_COST,nan,
51f9a6cc-8eb2-44ed-a2d9-913ac514ad67,Bane of Progress,Creature — Elemental,6,gap,effect not matched,nan,
377d31b5-0a48-4d5b-91bd-b5a62d4f7899,Condemn,Instant,6,gap,effect not matched,nan,
11b5308d-5bc0-4782-875f-a28be36e665d,Beastmaster Ascension,Enchantment,6,gap,effect not matched,nan,
d6b2c998-a226-426c-a40d-6e6007041bfe,Mask of Memory,Artifact — Equipment,6,gap,effect not matched,nan,
00876e98-d062-4a12-85e6-86a2b20cf867,Brawn,Creature — Incarnation,5,gap,static pattern unmatched,nan,
181e6b3e-c33e-49e7-acb8-67473289a856,Master of Etherium,Artifact Creature — Vedalken Wizard,5,gap,static pattern unmatched,nan,
ebb24fc7-dc71-4712-8c2a-b5920f78e55d,Outpost Siege,Enchantment,5,gap,ETB replacement,nan,
ff3de07d-86c3-49e1-9de0-97c85301ff93,Parasitic Impetus,Enchantment — Aura,5,gap,effect not matched,nan,
97435e03-2fff-4fe0-8fa9-69ab0a046a33,Unbreakable Formation,Instant,5,gap,effect not matched,nan,
98334bfa-c516-4c20-bdc5-9e32e7127adc,Transguild Promenade,Land,5,gap,effect not matched,nan,
984f92dd-cb9b-4421-a8e6-75bfe566be10,Rite of the Raging Storm,Enchantment,5,gap,static pattern unmatched,nan,
994bc16d-fdc6-475c-96df-beeb4d5aa03e,Mystic Forge,Artifact,5,gap,static pattern unmatched,nan,
f955bc96-d602-4142-a9a2-87009cc7028c,Awakening Zone,Enchantment,5,gap,effect not matched,nan,
5548ff43-e5f6-4a63-8562-a2b1de06d6f5,Riveteers Overlook,Land,5,gap,effect not matched,nan,
8305d576-21d8-4ce7-8eda-a7cd9793aca5,Archmage Emeritus,Creature — Human Wizard,5,gap,event not matched,nan,
634a61a1-47a4-4a23-b138-fb487e6a7cba,Bonder's Ornament,Artifact,5,gap,effect not matched,nan,
8d38194e-b607-4ff4-9c19-0e8636d463bf,Raging Ravine,Land,5,gap,effect not matched,nan,
8b972819-507a-40a9-ab1f-1a674ea56083,Abzan Falconer,Creature — Human Soldier,5,gap,static pattern unmatched,nan,
2dbe8aaa-2e34-4552-8da7-cf8ecbbaa7b6,Biomass Mutation,Instant,5,gap,UNKNOWN_KEYWORD,nan,
84ee0da2-d886-4603-9aaa-bc5326a424d7,Tendrils of Corruption,Instant,5,gap,effect not matched,nan,
ba0d3df2-3acf-46d7-8d64-8d67d1579adc,Curse of Opulence,Enchantment — Aura Curse,5,gap,event not matched,nan,
b2747459-05ec-42a6-81be-e97e182bc778,Bloodthirsty Blade,Artifact — Equipment,5,gap,effect not matched,nan,
b26e3596-5b28-4eb6-b3e2-03f63d8c6d49,Deathreap Ritual,Enchantment,5,gap,effect not matched,nan,
63788566-e25a-44bb-bb55-197e1b93b3e8,Trading Post,Artifact,5,gap,effect not matched,nan,
b6fb79c3-cd32-4045-8177-e52841eea65b,Dragonmaster Outcast,Creature — Human Shaman,5,gap,effect not matched,nan,
5cdc4654-b8c5-4599-a1d2-9e9d5f6509cb,Duelist's Heritage,Enchantment,5,gap,event not matched,nan,
310f141c-7f37-4729-aed6-dd9c09db448d,Blood Artist,Creature — Vampire,5,gap,event not matched,nan,
4d67e2a7-4aa7-44cc-853b-500d7aac046d,Cursed Mirror,Artifact,5,gap,ETB replacement,nan,
569a65fb-e35f-4388-ab49-f57be46b4889,Vow of Wildness,Enchantment — Aura,5,gap,UNKNOWN_KEYWORD,nan,
bc3d5911-3580-4132-9daf-2826495b5739,Stitch Together,Sorcery,5,gap,effect not matched,nan,
eccc9a54-2b56-4a02-9926-258d5b2e25fb,Abundance,Enchantment,5,gap,replacement (instead),nan,
bfed67f3-70d2-49c2-8f25-16e4d10fa5be,Vow of Lightning,Enchantment — Aura,5,gap,UNKNOWN_KEYWORD,nan,
3c8d4999-e18b-48d8-8ed9-f2feaa38300d,Merciless Eviction,Sorcery,5,gap,effect not matched,nan,
3c22e031-4804-4c31-bd3c-c3f29d456b34,Fiery Confluence,Sorcery,5,gap,effect not matched,nan,
ee042d57-dfca-4639-aa3f-7c7c9336ff57,Fathom Seer,Creature — Illusion,5,gap,static pattern unmatched,nan,
be16e9d8-aa73-448b-919c-7d02e2e15911,Hostility,Creature — Elemental Incarnation,5,gap,static pattern unmatched,nan,
0e2c11b2-d95f-4402-9a4a-afd3f7ffb8be,Eureka Moment,Instant,5,gap,effect not matched,nan,
b53f216d-1592-4eee-b204-502a805fbc8c,Treetop Village,Land,5,gap,effect not matched,nan,
a563ede9-b92f-4285-88f8-abcbdd017742,Explorer's Scope,Artifact — Equipment,5,gap,effect not matched,nan,
c1f085ce-5b52-45b3-aef0-f77f36b3da36,Overseer of the Damned,Creature — Demon,5,gap,event not matched,nan,
17739f55-486b-46ea-8785-70cc2bd2d872,Hoofprints of the Stag,Kindred Enchantment — Elemental,5,gap,effect not matched,nan,
9c2b262b-53c0-41a1-8f1a-0c336453d4bf,Comet Storm,Instant,5,gap,effect not matched,nan,
c7aecca5-2f67-4245-ab2d-e723d8b23a67,Expressive Iteration,Sorcery,5,gap,effect not matched,nan,
30ac68e6-160a-41f9-9f0f-0e0eef383150,Arcane Lighthouse,Land,5,gap,effect not matched,nan,
ea86abfa-6cab-4ef0-8463-34136fc25b59,Duplicant,Artifact Creature — Shapeshifter,5,gap,effect not matched,nan,
7a5ff4d4-27b7-47d4-ba88-970c63c4e3fb,Increasing Devotion,Sorcery,5,gap,effect not matched,nan,
232284f7-c623-4895-9ab9-8b1a39926830,Wonder,Creature — Incarnation,5,gap,static pattern unmatched,nan,
af4f192a-9565-4377-b359-835fe4396e85,Fractured Powerstone,Artifact,5,gap,effect not matched,nan,
65481ae1-54b2-44d2-91e1-20cd486386da,Ob Nixilis Reignited,Legendary Planeswalker — Nixilis,5,gap,effect not matched,nan,
642fa01d-025e-44dd-8360-5325e5a28282,Dread Summons,Sorcery,5,gap,effect not matched,nan,
42d121a2-5266-483a-ab16-e0a8073cd6a3,Halimar Depths,Land,5,gap,effect not matched,nan,
21f1c6d7-8289-44b2-b88f-c09e202be200,Fertilid,Creature — Elemental,5,gap,replacement,nan,
81b06e8d-ed30-4f90-b729-0aa93b0d870f,Ichor Elixir,Artifact,5,gap,replacement (instead),nan,
81fe554a-5257-446c-ad53-ee45bf5edb40,Vow of Flight,Enchantment — Aura,5,gap,UNKNOWN_KEYWORD,nan,
8682266c-2b0f-496e-b1c6-1fb338feac24,Perplexing Test,Instant,5,gap,effect not matched,nan,
4050e5b3-07c2-461c-9852-a2c081c0198d,Binding the Old Gods,Enchantment — Saga,5,gap,static pattern unmatched,nan,
b21d6482-1b3a-47e6-98a5-3067f5f3818b,Aether Gale,Sorcery,5,gap,effect not matched,nan,
d14c633d-977a-4f78-85c2-88582b3c3670,Grapple with the Past,Instant,5,gap,effect not matched,nan,
cb9d557a-fc06-428c-8be6-7d28add33028,Fiend Hunter,Creature — Human Cleric,5,gap,effect not matched,nan,
28a21e56-b97f-487d-9a89-61c248192cec,Loreseeker's Stone,Artifact,5,gap,effect not matched,nan,
89457fa8-b0e2-4277-b6a9-c6601c59b46d,Hex,Sorcery,5,gap,effect not matched,nan,
